Name,Location,City,P.O Box,Phone,Mobile,Company Page Link,Logo URL
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA",Abu Dhabi,75337,02-6452221,050-2644747,https://www.yellowpages-uae.com/uae/restaurant/tamar-darbar-restaurant-175523.html,
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah",Abu Dhabi,,02-6728888,,https://www.yellowpages-uae.com/uae/restaurant/tamba-restaurant-175726.html,
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah",Sharjah,66988,06-5353696,,https://www.yellowpages-uae.com/uae/restaurant/tamilnadu-restaurant-148307.html,
Tandoor Express,Mussafah,Abu Dhabi,,02-5596655,,https://www.yellowpages-uae.com/uae/restaurant/tandoor-express-145584.html,
Tandoor Palace,"Al Nahda 1, Qusais",Dubai,91521,04-2505035,050-3659486,https://www.yellowpages-uae.com/uae/restaurant/tandoor-palace-175350.html,
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT",Dubai,643532,04-4311866,,https://www.yellowpages-uae.com/uae/restaurant/tandoori-junction-restaurant-147696.html,
Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,Dubai,,04-2068888,,https://www.yellowpages-uae.com/uae/restaurant/tandushi-67472.html,
Tanjara,Madinat Zayed,Abu Dhabi,33779,02-6278644,,https://www.yellowpages-uae.com/uae/restaurant/tanjara-145585.html,
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island",Abu Dhabi,,02-6770700,,https://www.yellowpages-uae.com/uae/restaurant/taqado-mexican-kitchen-175648.html,
Tarbouche,Central Market,Abu Dhabi,,02-6282220,,https://www.yellowpages-uae.com/uae/restaurant/tarbouche-145706.html,
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park",Sharjah,,06-5240100,054-3037907,https://www.yellowpages-uae.com/uae/restaurant/tareeq-al-saadah-restaurant-175364.html,
Tarweeah,"Behind Spinneys, Najda Street",Abu Dhabi,,02-6445004,056-6229119,https://www.yellowpages-uae.com/uae/restaurant/tarweeah-175573.html,
Tashas Cafe,Al Bateen,Abu Dhabi,,02-4450890,,https://www.yellowpages-uae.com/uae/restaurant/tashas-cafe-175727.html,
Tashkent Restaurant,Al Barsha,Dubai,71121,04-4470706,050-1157060,https://www.yellowpages-uae.com/uae/restaurant/tashkent-restaurant-175355.html,
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis",Dubai,,04-3922283,055-9812345,https://www.yellowpages-uae.com/uae/restaurant/taste-buds-restaurant-fzo-175282.html,
Taste Of India Vegetarian Restaurant,Al Wahda,Sharjah,,06-5484551,,https://www.yellowpages-uae.com/uae/restaurant/taste-of-india-vegetarian-restaurant-147705.html,
Taste Restaurant,"Hor Al Anz, Deira",Dubai,,04-2623050,056-1630777,https://www.yellowpages-uae.com/uae/restaurant/taste-restaurant-175346.html,
Tasty Biriyani Restaurant,Deira,Dubai,81658,04-2298856,,https://www.yellowpages-uae.com/uae/restaurant/tasty-biriyani-restaurant-124756.html,
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai",Dubai,,04-3798100,055-1739191,https://www.yellowpages-uae.com/uae/restaurant/tasty-village-restaurant-175296.html,
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha",Abu Dhabi,,02-5566900,,https://www.yellowpages-uae.com/uae/restaurant/tawa-bakery-175663.html,
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda",Dubai,,04-2727729,,https://www.yellowpages-uae.com/uae/restaurant/taxi-shawarma-175224.html,
Taza,Al Nahda,Sharjah,,06-5254415,,https://www.yellowpages-uae.com/uae/restaurant/sharjah-taza-68538.html,
Tcby,Deira,Dubai,3929,04-2621144,,https://www.yellowpages-uae.com/uae/restaurant/tcby-149563.html,
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2",Dubai,,04-8804428,056-4485335,https://www.yellowpages-uae.com/uae/restaurant/tea-junction-cafe-175343.html,
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA",Abu Dhabi,,02-6456751,055-3673131,https://www.yellowpages-uae.com/uae/restaurant/tea-turn-cafeteria-175574.html,
Teatro - Towers Rotana Hotel,Sh Zayed Road,Dubai,30430,04-3122240,,https://www.yellowpages-uae.com/uae/restaurant/teatro-towers-rotana-hotel-150159.html,
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz",Dubai,,04-3307555,,https://www.yellowpages-uae.com/uae/restaurant/thai-rock-restaurant-147726.html,
The Black Lion,"The H Dubai, Shk Zayed Road",Dubai,,04-5018888,,https://www.yellowpages-uae.com/uae/restaurant/the-black-lion-175803.html,
The Boardwalk,"Opp City Centre, Deira",Dubai,,04-2956000,,https://www.yellowpages-uae.com/uae/restaurant/the-boardwalk-175620.html,
The Cake Bar,Jumeirah Beach Rd,Dubai,22399,04-3955775,,https://www.yellowpages-uae.com/uae/restaurant/the-cake-bar-147391.html,
The Cave,"Cornad Dubai, Shk Zayed Road",Dubai,,04-4447444,,https://www.yellowpages-uae.com/uae/restaurant/the-cave-175818.html,
The City Celebration Restaurant,Hamdan St,Abu Dhabi,,02-6729656,,https://www.yellowpages-uae.com/uae/restaurant/the-city-celebration-restaurant-146035.html,
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College",Dubai,,04-2585522,04-2585527,https://www.yellowpages-uae.com/uae/restaurant/the-desert-wok-restaurant-175221.html,
The Favourite Restaurant,Al Falah Str,Abu Dhabi,40032,02-6412464,,https://www.yellowpages-uae.com/uae/restaurant/the-favourite-restaurant-148458.html,
The Forge,"Ritz Carlton, Al Maqta",Abu Dhabi,,02-8188282,,https://www.yellowpages-uae.com/uae/restaurant/the-forge-175696.html,
The Foundry,"Southern Sun, Al Zahiyah",Abu Dhabi,,02-8184888,,https://www.yellowpages-uae.com/uae/restaurant/the-foundry-175697.html,
The Gem Garden,Shaikh Zayed Road,Dubai,,04-3234333,,https://www.yellowpages-uae.com/uae/restaurant/the-gem-garden-67482.html,
The Grand Grill Steakhouse,Shk Zayed Rd,Dubai,213059,04-3380409,,https://www.yellowpages-uae.com/uae/restaurant/the-grand-grill-steakhouse-159152.html,
The Huddle,"Citymax Hotel, Al Barsha",Dubai,,04-4078000,,https://www.yellowpages-uae.com/uae/restaurant/the-huddle-67483.html,
The Indian Accent,Salam Street,Abu Dhabi,,02-8836144,,https://www.yellowpages-uae.com/uae/restaurant/the-indian-accent-175506.html,
The Indian Corner FZC,SAIF Zone,Sharjah,9358,06-5573664,,https://www.yellowpages-uae.com/uae/restaurant/the-indian-corner-fzc-137314.html,
The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,Dubai,,04-3941483,,https://www.yellowpages-uae.com/uae/restaurant/the-indian-pavillion-67484.html,
The Kebab Shop,"Z Bldg, DMCC",Dubai,126764,04-3453365,,https://www.yellowpages-uae.com/uae/restaurant/the-kebab-shop-146770.html,
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai",Dubai,,04-3459992,,https://www.yellowpages-uae.com/uae/restaurant/the-liquid-lounge-67808.html,
The Lounge,"Sea View Hotel, Bur Dubai",Dubai,,04-3558080,,https://www.yellowpages-uae.com/uae/restaurant/the-lounge-67809.html,
The Maine - A New England Brasserie Company,Jumeirah,Dubai,,04-4576719,,https://www.yellowpages-uae.com/uae/restaurant/the-maine-a-new-england-brasserie-company-177576.html,
The Market Place,"JW Marriot, Deira",Dubai,,04-6077977,,https://www.yellowpages-uae.com/uae/restaurant/the-market-place-67485.html,
The Meat Company,Souk Al Qaryat Al Beri,Abu Dhabi,,02-5581713,,https://www.yellowpages-uae.com/uae/restaurant/the-meat-company-175709.html,
The Med,Dubai Media City,Dubai,,04-4271000,,https://www.yellowpages-uae.com/uae/restaurant/the-med-67810.html,
The Monk,Al Aweer,Dubai,63363,04-3335353,,https://www.yellowpages-uae.com/uae/restaurant/oras-al-khaimahzai-motors-fzd-66742.html,
The Monsoon,"Flora Grand Hotel, Deira",Dubai,,04-2233344,,https://www.yellowpages-uae.com/uae/restaurant/the-monsoon-67486.html,
The Old Vic,"Ramada Hotel Dubai, Bur Dubai",Dubai,,04-3519999,,https://www.yellowpages-uae.com/uae/restaurant/the-old-vic-67488.html,
The Retreat,Khalifa City,Abu Dhabi,,02-6169999,,https://www.yellowpages-uae.com/uae/restaurant/the-retreat-175717.html,
The Snack House,"Gate 1 Building, Dubai Silicon Oasis",Dubai,,04-3338680,056-4279327,https://www.yellowpages-uae.com/uae/restaurant/the-snack-house-175266.html,
The Stuffed Burger Company,Airport Road,Abu Dhabi,,02-5560353,600 545541,https://www.yellowpages-uae.com/uae/restaurant/the-stuffed-burger-company-175566.html,
The Terrace Restaurant,Next to Gulf Medical University,Ajman,,06-7430002,,https://www.yellowpages-uae.com/uae/restaurant/the-terrace-restaurant-142568.html,
The Village Restaurant,"Al Hamra Village Golf Resort, RAK",Ras Al Khaimah,,07-2446666,,https://www.yellowpages-uae.com/uae/restaurant/the-village-restaurant-108020.html,
The Wok House,"Front Fa?ade, BurJuman",Dubai,,04-3599786,,https://www.yellowpages-uae.com/uae/restaurant/the-wok-house-67493.html,
Tibba Restaurant,"Damascus St, Qusais",Dubai,,04-2578585,,https://www.yellowpages-uae.com/uae/restaurant/tibba-restaurant-143045.html,
Tiffinbites,Jumeirah Beach Residence,Dubai,,04-4404952,,https://www.yellowpages-uae.com/uae/restaurant/tiffinbites-67815.html,
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais",Dubai,,04-2205822,,https://www.yellowpages-uae.com/uae/restaurant/tikka-tonight-restaurant-175321.html,
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2",Dubai,,04-2637335,050-2487003,https://www.yellowpages-uae.com/uae/restaurant/todays-restaurant-175255.html,
Toki Japanese Restaurant,"Hilton, Khubeirah",Abu Dhabi,,02-6811900,,https://www.yellowpages-uae.com/uae/restaurant/toki-japanese-restaurant-175728.html,
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz",Dubai,,050-4746812,,https://www.yellowpages-uae.com/uae/restaurant/tom-serg-cafe-175786.html,
Tony Roma's,Sh Zayed Rd,Dubai,15018,04-3685655,,https://www.yellowpages-uae.com/uae/restaurant/tony-roma-s-131620.html,
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,,02-8115666,,https://www.yellowpages-uae.com/uae/restaurant/tori-nu-su-175742.html,
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA",Abu Dhabi,,056-4680910,,https://www.yellowpages-uae.com/uae/restaurant/tourist-club-star-cafeteria-175551.html,
Trader Vics,"Crowne Plaza, Sh zayed road",Dubai,,04-3311111,,https://www.yellowpages-uae.com/uae/restaurant/trader-vics-67819.html,
Traiteur,"Park Hyatt, Deira",Dubai,,04-3172222,,https://www.yellowpages-uae.com/uae/restaurant/traiteur-67820.html,
Travancore Restaurant LLC,Mussafah 10,Abu Dhabi,,02-5596490,,https://www.yellowpages-uae.com/uae/restaurant/travancore-restaurant-llc-150966.html,
Tripoli Restaurant,Musaffah,Abu Dhabi,,02-6440999,02-5553666,https://www.yellowpages-uae.com/uae/restaurant/tripoli-restaurant-175518.html,
Troyka - Ascot Hotel,"5th Flr, Burjuman Centre, Bur Dubai",Dubai,52555,04-3520900,,https://www.yellowpages-uae.com/uae/restaurant/troyka-ascot-hotel-62627.html,
Tub Of Butter,"Al Manara, Shk Zayed Road",Dubai,,04-3438884,,https://www.yellowpages-uae.com/uae/restaurant/tub-of-butter-175634.html,
Turath Al Mandi,"503, Jumeirah Beach Rd, Jumeirah 3",Dubai,74804,04-3953555,,https://www.yellowpages-uae.com/uae/restaurant/turath-al-mandi-102640.html,
Turquoiz,Saadiyat Island,Abu Dhabi,,02-4988888,,https://www.yellowpages-uae.com/uae/restaurant/turquoiz-175729.html,
Tutti Frutti Restaurant,Al Wasit St,Sharjah,,06-5668555,,https://www.yellowpages-uae.com/uae/restaurant/tutti-frutti-restaurant-111389.html,
UBK Cafe,"Movenpick, JLT",Dubai,,04-4380000,,https://www.yellowpages-uae.com/uae/restaurant/ubk-cafe-175787.html,
Udupi Sagar Restaurant,"Near Astoria Hotel, Meena Bazar, Bur Dubai",Dubai,122426,04-3799442,052-3960616,https://www.yellowpages-uae.com/uae/restaurant/udupi-sagar-restaurant-175578.html,
Ultra Brasserie,Dubai Marina,Dubai,,04-2775644,,https://www.yellowpages-uae.com/uae/restaurant/ultra-brasserie-175788.html,
Union Restaurant,"Near Emirates Petrol Station, Launch R/A",Ras Al Khaimah,401,07-2331389,,https://www.yellowpages-uae.com/uae/restaurant/union-restaurant-138741.html,
Unique Restaurant,Murabba R/A,Al Ain,16913,03-7668188,,https://www.yellowpages-uae.com/uae/restaurant/unique-restaurant-123685.html,
UNO Pizzeria & Grill,Deira City Centre,Dubai,,8008667,,https://www.yellowpages-uae.com/uae/restaurant/uno-pizzeria-grill-175536.html,
Uptown Pizza,Jumeirah,Dubai,79401,04-3483487,,https://www.yellowpages-uae.com/uae/restaurant/uptown-pizza-147662.html,
Urban Bistro,"CNN Building, Media City",Dubai,,04-3624330,,https://www.yellowpages-uae.com/uae/restaurant/urban-bistro-175789.html,
Urban Seafood,The Outlet Village,Dubai,,800 7527,,https://www.yellowpages-uae.com/uae/restaurant/urban-seafood-175563.html,
Ushna Restaurant,Souk Al Qaryat Al Beri,Abu Dhabi,,02-5581769,,https://www.yellowpages-uae.com/uae/restaurant/ushna-restaurant-175730.html,
Vadakkan Pepper Restaurant,"Owais Bldg, Abu Shagara",Sharjah,,06-5445225,056-4204506,https://www.yellowpages-uae.com/uae/restaurant/vadakkan-pepper-restaurant-175360.html,
Vaishali Restaurant LLC,Deira,Dubai,65214,04-2243839,,https://www.yellowpages-uae.com/uae/restaurant/vaishali-restaurant-llc-145821.html,
Variety Food Restaurant and Catering,New Sanaiya,Ajman,14113,06-7481012,,https://www.yellowpages-uae.com/uae/restaurant/variety-food-restaurant-and-catering-121526.html,
Vasanta Bhavan Restaurant,Bur Dubai,Dubai,51311,04-3934873,,https://www.yellowpages-uae.com/uae/restaurant/vasanta-bhavan-restaurant-114932.html,
Vasanta Vegetarian Bhavan Restaurant,Al Nahda,Dubai,,04-2391177,,https://www.yellowpages-uae.com/uae/restaurant/vasanta-vegetarian-bhavan-restaurant-175203.html,
Vascos,"Hilton, Al Khubeirah",Abu Dhabi,,02-6811900,,https://www.yellowpages-uae.com/uae/restaurant/vascos-175731.html,
Vazhiyoram Thattukada,"Near National Paints, Al Muwailah",Sharjah,,06-5435498,,https://www.yellowpages-uae.com/uae/restaurant/vazhiyoram-thattukada-148171.html,
Venus Restaurant,"Opposite Lulu Center, Al Karama",Dubai,,04-3352113,,https://www.yellowpages-uae.com/uae/restaurant/venus-restaurant-173558.html,
Via Delhi Restaurant,"Near Lamcy, Oud Metha",Dubai,,04-3448044,054-4042477,https://www.yellowpages-uae.com/uae/restaurant/via-delhi-restaurant-175490.html,
Village Restaurant,"Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza",Jebel Ali,14528,04-8834844,,https://www.yellowpages-uae.com/uae/restaurant/village-restaurant-145540.html,
Vrindhavan Restaurant,"Bhnd Deira Taxi Stand, Deira",Dubai,52423,04-2273527,,https://www.yellowpages-uae.com/uae/restaurant/vrindhavan-restaurant-138760.html,
Wadat Beijing Chinese Restaurant,"Bhnd Lulu Center, Near Sharjah Rotana Hotel",Sharjah,24365,06-5647551,,https://www.yellowpages-uae.com/uae/restaurant/wadat-beijing-chinese-restaurant-150980.html,
Wadi Darbar Restaurant LLC,Satwa,Dubai,,04-3327755,055-5336040,https://www.yellowpages-uae.com/uae/restaurant/wadi-darbar-restaurant-llc-175316.html,
Wadi Hadhramout Rest,"Near Al Madina S/Market, Gurfa",Fujairah,,09-2233389,,https://www.yellowpages-uae.com/uae/restaurant/wadi-hadhramout-rest-132695.html,
Wanees Restaurant,Deira,Dubai,40696,04-2696284,,https://www.yellowpages-uae.com/uae/restaurant/wanees-restaurant-130930.html,
Wardat Lebanese Restaurant FZCO,JLT,Dubai,,04-4521188,,https://www.yellowpages-uae.com/uae/restaurant/wardat-lebanese-restaurant-fzco-151052.html,
Weighbridge Restaurant,"3rd I/Change, Al Quoz Indl Area",Dubai,6647,04-3470458,,https://www.yellowpages-uae.com/uae/restaurant/weighbridge-restaurant-129735.html,
Wengs Kitchen Restaurant,"Behind UNB, Salam Street",Abu Dhabi,46504,02-6776799,055-9893199,https://www.yellowpages-uae.com/uae/restaurant/wengs-kitchen-restaurant-175588.html,
West Line Cafeteria,TCA,Abu Dhabi,,02-6344771,055-3920265,https://www.yellowpages-uae.com/uae/restaurant/west-line-cafeteria-175587.html,
West Star Restaurant,"Near Rotana Hotel, Al Nabba St",Sharjah,,06-5620156,,https://www.yellowpages-uae.com/uae/restaurant/west-star-restaurant-146666.html,
Whissle,Tecom,Dubai,,04-4538200,,https://www.yellowpages-uae.com/uae/restaurant/whissle-158470.html,
White Pearl Restaurant,"Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz",Dubai,,04-3400226,055-9208011,https://www.yellowpages-uae.com/uae/restaurant/white-pearl-restaurant-175222.html,
Winnys Restaurant and Confectionery LLC,Bhnd Karama Fish Market,Dubai,115867,04-3358060,,https://www.yellowpages-uae.com/uae/restaurant/winnys-restaurant-and-confectionery-llc-142846.html,
Wok Inn Thai-Chi Diner,Karama,Dubai,,04-3977711,,https://www.yellowpages-uae.com/uae/restaurant/wok-inn-thai-chi-diner-101178.html,
Woodside Restaurant,"Opp ADCB, Al Mina Rd",Sharjah,,06-5615704,06-5625643,https://www.yellowpages-uae.com/uae/restaurant/woodside-restaurant-68578.html,
Woodys,"Food Court, Ramla Mall, DIP",Jebel Ali,488059,04-8878338,,https://www.yellowpages-uae.com/uae/restaurant/woodys-146036.html,
Wrapchic,,Dubai,,04-3589999,,https://www.yellowpages-uae.com/uae/restaurant/wrapchic-175545.html,
Y Bar,"Yas Island, Rotana Hotel",Abu Dhabi,,02-6564000,,https://www.yellowpages-uae.com/uae/restaurant/y-bar-143655.html,
Yannick Alleno,Palm Jumeirah,Dubai,,04-44010101,,https://www.yellowpages-uae.com/uae/restaurant/yannick-alleno-67827.html,
Yasmin Sweets and Restaurant,Old Passport Rd,Abu Dhabi,28815,02-6312580,,https://www.yellowpages-uae.com/uae/restaurant/yasmin-sweets-and-restaurant-134744.html,
Yellow Cab Pizza Company,Satwa,Dubai,,04-3456785,,https://www.yellowpages-uae.com/uae/restaurant/yellow-cab-pizza-company-175283.html,
Yum Yum Tree Food Court,,Dubai,,04-4461500,,https://www.yellowpages-uae.com/uae/restaurant/yum-yum-tree-food-court-148012.html,
Yummy Indian Restaurant,"Damascus St, Al Qusais 2",Dubai,333457,04-2677337,,https://www.yellowpages-uae.com/uae/restaurant/yummy-indian-restaurant-123622.html,
Z Pizza Restaurant,"Jumeirah Beach Rd, Dubai Marina",Dubai,98811,04-3649292,,https://www.yellowpages-uae.com/uae/restaurant/z-pizza-restaurant-147109.html,
Zaatar W Zeit,Sh Zayed Rd,Dubai,,600-522231,,https://www.yellowpages-uae.com/uae/restaurant/zaatar-w-zeit-175498.html,
Zabeel Restaurant,Bur Dubai Bus Stn,Dubai,45570,04-3939471,,https://www.yellowpages-uae.com/uae/restaurant/zabeel-restaurant-117883.html,
Zafran,Marina Mall,Dubai,,04-2840987,,https://www.yellowpages-uae.com/uae/restaurant/zafran-175627.html,
Zahrat Al Quds Rest,"Abu Hail Centre, Deira",Dubai,86052,04-2977510,,https://www.yellowpages-uae.com/uae/restaurant/zahrat-al-quds-rest-131172.html,
Zahrat Al Reef Al Shami Restaurant,,Sharjah,,06-5214175,,https://www.yellowpages-uae.com/uae/restaurant/zahrat-al-reef-al-shami-restaurant-147653.html,
Zaid Al Ammar Seafood Restaurant,"Bhnd Al Mamzar Centre, Abu Hail",Dubai,,04-2560000,056-6621788,https://www.yellowpages-uae.com/uae/restaurant/zaid-al-ammar-seafood-restaurant-175301.html,
Zam Zam Restaurant,"Near Sony Electronics S/Room, Marijah Rd",Sharjah,66,06-5682940,,https://www.yellowpages-uae.com/uae/restaurant/zam-zam-restaurant-117647.html,
Zaytinya,Al Seef Village Mall,Abu Dhabi,,02-4474489,,https://www.yellowpages-uae.com/uae/restaurant/zaytinya-175664.html,
Al Marj Restaurants and Grills,Mussafah Indl Area M-16,Abu Dhabi,54742,02-5543131,,https://www.yellowpages-uae.com/uae/restaurant/al-marj-restaurants-and-grills-114403.html,
Alternative Dining Experience Restaurants Management LLC,,Dubai,487120,04-4329280,,https://www.yellowpages-uae.com/uae/restaurant/alternative-dining-experience-restaurants-management-llc-147141.html,
Asian Palace Restaurants,"1st Flr, Mubarak Centre, Al Arooba St, Rolla",Sharjah,38557,06-5638008,,https://www.yellowpages-uae.com/uae/restaurant/asian-palace-restaurants-122777.html,
Jordana Restaurants LLC,Karama,Dubai,71274,04-3247324,,https://www.yellowpages-uae.com/uae/restaurant/jordana-restaurants-llc-132394.html,
"Oman Kitchens, Restaurants & Hotels Equipment Tr LLC","Al Wahda St, Indl Area 4",Sharjah,81664,06-5536613,,https://www.yellowpages-uae.com/uae/restaurant/oman-kitchens-restaurants-hotels-equipment-tr-llc-151850.html,
Pizza Express (Jordana Restaurants),"Amwaj Plaza, JBR",Dubai,,04-4370171,,https://www.yellowpages-uae.com/uae/restaurant/pizza-express-jordana-restaurants--114498.html,
